Parent Department,Specialization,Roll Number,Course Code,Semester #,Course Name,LTP,Credit,Type,offered_for_minor
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,HS41PQ,7,HSS Elective - II,3-0-0,3,HS2,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC4196,7,Summer Internship*,0-0-12,3,SI,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC4197,7,Project   I,0-0-12,6,P1,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC5101,7,Information Theory and Coding,3-1-0,4,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,RM6201,8,Research Methodology,3-1-0,4,RM,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC5201,8,Wireless Communication,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC5202,8,Advanced Communication Systems,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,XX52PQ/XX62 PQ,8,M. Tech. Elective - I,3-0-0,3,MTE1,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC4297,8,Project - II,0-0-12,6,P2,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,XX52PQ/XX62 PQ,9,M. Tech. Elective - II,3-0-0,3,MTE2,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,XX52PQ/XX62 PQ,9,M Tech Elective - III,3-0-0,3,MTE3,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,XX52PQ/XX62 PQ,9,M Tech Elective - IV,3-0-0,3,MTE4,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC5197,9,Project III,0-0-16,8,P3,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC5297,10,Project IV,0-0-36,18,P4,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,MA1101,1,Calculus and Linear Algebra,3-1-0,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,CS1101,1,Foundations of Programming ,3-0-3,4.5,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,PH1101/PH1201,1,Physics,3-1-3,5.5,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,CE1101/CE1201,1,Engineering Graphics,1-0-3,2.5,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EE1101/EE1201,1,Electrical Sciences,3-0-3,4.5,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,HS1101,1,English for Professionals,2-0-1,2.5,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,MA1201,2,Probability Theory and Ordinary Differential Equations,3-1-0,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,CS1201,2,Data Structure,3-0-3,4.5,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,CH1201/CH1101,2,Chemistry,3-1-3,5.5,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,ME1201/ME1101,2,Mechanical Fabrication,0-0-3,1.5,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,ME1202/ME1102,2,Engineering Mechanics,3-1-0,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,IK1101,2,Indian Knowledge System(IKS),3-0-0,3,IKS,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EE2101,3,Measurements and Instrumentation,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EE2102,3,Network Analysis and Synthesis,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC2101,3,Analog Circuits,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC2102,3,Signals and Systems,3-1-0,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC2103,3,Semiconductor Devices,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,HS21PQ,3,HSS Elective - I,3-0-0,3,HS1,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC2201,4,Digital Electronics,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC2202,4,Microprocessor,2-0-2,3,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EE2201,4,Control Systems,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC2203,4,Computer Organization and Architecture,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC2204,4,Internet of Things,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,XX22PQ,4,IDE - I,3-0-0,3,IDE1,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC3101,5,Microcontroller and Embedded System,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EE3102,5,VLSI Design,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC3103,5,Analog Communication,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC3104,5,Engineering Electromagnetics,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC3105,5,Random Signals and Stochastic Processes,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,XX31PQ,5,IDE - II,3-0-0,3,IDE2,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC3201,6,Digital Communication,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC3202,6,Digital Signal Processing,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC3203,6,Introduction to AI/ML,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC3204,6,Low Power MOSFETs Design and Modelling,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC3205,6,Introduction to Wireless Communications,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC3206,6,RF Systems,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC41PQ,7,B. Tech. Elective - I,3-0-0,3,BTE1,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC41PQ,7,B. Tech. Elective  - II,3-0-0,3,BTE2,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,XX41PQ,7,IDE - III,3-0-0,3,IDE3,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,HS41PQ,7,HSS Elective - II,3-0-0,3,HS2,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC4194,7,Summer Internship,0-0-6,3,SI,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC4195,7,Project - I,0-0-12,6,P1,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC5151,7,Digital VLSI Systems,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,RM6201,8,Research Methodology,3-1-0,4,RM,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC5251,8,Analog and Mixed Signal Integrated Circuits,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC5252,8,High Performance Embedded Computing system,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC52PQ,8,M. Tech. Elective - I,3-0-0,3,MTE1,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC4295,8,Project - II,0-0-12,6,P2,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC51PQ/EC61PQ,9,M. Tech. Elective   II,3-0-0,3,MTE2,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,XX51PQ/XX61PQ,9,M. Tech. Elective   III,3-0-0,3,MTE3,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC51PQ/EC61PQ,9,M. Tech. Elective - IV,3-0-0,3,MTE4,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC5195,9,Project   III,0--0-16,8,P3,0.0
Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE) and M. Tech. in VLSI and Embedded Systems,NS,EC5295,10,Project   IV,0-0-36,18,P4,0.0
Mechanical Engineering and Mechatronics,,NS,MA1101,1,Calculus and Linear Algebra,3-1-0,4,Core,0.0
Mechanical Engineering and Mechatronics,,NS,CS1101,1,Foundations of Programming,3-0-3,4.5,Core,0.0
Mechanical Engineering and Mechatronics,,NS,PH1101/PH1201,1,Physics,3-1-3,5.5,Core,0.0
Mechanical Engineering and Mechatronics,,NS,CE1101/CE1201,1,Engineering Graphics,1-0-3,2.5,Core,0.0
Mechanical Engineering and Mechatronics,,NS,EE1101/EE1201,1,Electrical Sciences,3-0-3,4.5,Core,0.0
Mechanical Engineering and Mechatronics,,NS,HS1101,1,English for Professionals,2-0-1,2.5,HS,0.0
Mechanical Engineering and Mechatronics,,NS,MA1201,2,Probability Theory and Ordinary Differential Equations,3-1-0,4,Core,0.0
Mechanical Engineering and Mechatronics,,NS,CS1201,2,Data Structure,3-0-3,4.5,Core,0.0
Mechanical Engineering and Mechatronics,,NS,CH1201/CH1101,2,Chemistry,3-1-3,5.5,Core,0.0
Mechanical Engineering and Mechatronics,,NS,ME1201/ME1101,2,Mechanical Fabrication,0-0-3,1.5,Core,0.0
Mechanical Engineering and Mechatronics,,NS,ME1202/ME1102,2,Engineering Mechanics,3-1-0,4,Core,0.0
Mechanical Engineering and Mechatronics,,NS,IK1101,2,Indian Knowledge System (IKS),3-0-0,3,IKS,0.0
Mechanical Engineering and Mechatronics,,NS,ME2101,3,Dynamics,3-1-0,4,Core,0.0
Mechanical Engineering and Mechatronics,,NS,ME2102,3,Thermodynamics,3-1-0,4,Core,0.0
Mechanical Engineering and Mechatronics,,NS,ME2103,3,Fluid Mechanics,3-1-2,5,Core,0.0
Mechanical Engineering and Mechatronics,,NS,ME2104,3,Engineering Materials,3-0-2,4,Core,0.0
Mechanical Engineering and Mechatronics,,NS,HS21PQ,3,HSS Elective   I,3-0-0,3,HS1,0.0
Mechanical Engineering and Mechatronics,,NS,ME2201,4,Kinematics and Dynamics of Mechanisms,3-1-2,5,Core,0.0
Mechanical Engineering and Mechatronics,,NS,ME2202,4,Heat and Mass Transfer,3-1-2,5,Core,0.0
Mechanical Engineering and Mechatronics,,NS,ME2203,4,Mechanics of Solids,3-1-0,4,Core,0.0
Mechanical Engineering and Mechatronics,,NS,ME2204,4,Mechanical Measurements and Instrumentation,3-0-2,4,Core,0.0
Mechanical Engineering and Mechatronics,,NS,XX22PQ,4,IDE1,3-0-0,3,IDE1,0.0
Mechanical Engineering and Mechatronics,,NS,ME3101 ,5,Data Analytics and Machine Learning Tools for Engineers,1-2-1,3.5,Core,0.0
Mechanical Engineering and Mechatronics,,NS,ME3102,5,Design of Machine Elements,3-0-3,4.5,Core,0.0
Mechanical Engineering and Mechatronics,,NS,ME3103,5,Manufacturing Technology- I,3-0-2,4,Core,0.0
Mechanical Engineering and Mechatronics,,NS,ME3104,5,Engineering Software Laboratory,1-0-3,2.5,Core,0.0
Mechanical Engineering and Mechatronics,,NS,ME3105,5,Numerical Methods for Engineer,3-0-0,3,Core,0.0
Mechanical Engineering and Mechatronics,,NS,XX31PQ,5,IDE1I,3-0-0,3,IDE2,0.0
Mechanical Engineering and Mechatronics,,NS,ME3201,6,Applied Thermodynamics and Turbomachinery,3-1-2,5,Core,0.0
Mechanical Engineering and Mechatronics,,NS,ME3202,6,System Dynamics and Control,3-1-2,5,Core,0.0
Mechanical Engineering and Mechatronics,,NS,ME3203,6,Manufacturing Technology -II,3-0-3,4.5,Core,0.0
Mechanical Engineering and Mechatronics,,NS,ME3204,6,Industrial Engineering and Operations Research,3-1-0,4,Core,0.0
Mechanical Engineering and Mechatronics,,NS,ME3205,6,Technical Writing and Presentations,0-0-4,2,Core,0.0
Mechanical Engineering and Mechatronics,,NS,ME41XX,7,Department Elective - I,3-0-0,3,DE1,0.0
Mechanical Engineering and Mechatronics,,NS,ME41XX,7,Department Elective - II,3-0-0,3,DE2,0.0
Mechanical Engineering and Mechatronics,,NS,XX41PQ,7,IDE - III,3-0-0,3,IDE3,0.0
Mechanical Engineering and Mechatronics,,NS,HS41PQ,7,HSS Elective - II,3-0-0,3,HS2,0.0
Mechanical Engineering and Mechatronics,,NS,ME4198,7,Summer Internship,0-0-12,3,SI,0.0
Mechanical Engineering and Mechatronics,,NS,MH4199 ,7,Mechatronics Project-I,0-0-12,6,P1,0.0
Mechanical Engineering and Mechatronics,,NS,MH5101,7,Fundamentals of Mechatronics,3-0-0,3,Core,0.0
Mechanical Engineering and Mechatronics,,NS,EC5152,7,Embedded System,3-0-2,4,Core,0.0
Mechanical Engineering and Mechatronics,,NS,RM6201 ,8,Research Methodology,3-1-0,4,RM,0.0
Mechanical Engineering and Mechatronics,,NS,MH520,8,Sensors and Actuators,3-0-0,3,Core,0.0
Mechanical Engineering and Mechatronics,,NS,MH5202,8,Modeling and Simulation of Mechatronics Systems,3-0-0,3,Core,0.0
Mechanical Engineering and Mechatronics,,NS,XX62PQ,8,Mechatronics Elective   I,3-0-0,3,MTE1,0.0
Mechanical Engineering and Mechatronics,,NS,MH4299,8,Project-II,0-0-12,6,P2,0.0
Mechanical Engineering and Mechatronics,,NS,ME51XX/ME61XX,9,M. Tech. Elective - II,3-0-0,3,MTE2,0.0
Mechanical Engineering and Mechatronics,,NS,ME51XX/ME61XX,9,M. Tech. Elective - III,3-0-0,3,MTE3,0.0
Mechanical Engineering and Mechatronics,,NS,ME51XX/EE51XX,9,M. Tech. / Program Elective - IV,3-0-0,3,MTE4,0.0
Mechanical Engineering and Mechatronics,,NS,MH5199,9,Mechatronics Project-III,0-0-16,8,P3,0.0
Mechanical Engineering and Mechatronics,,NS,MH5299 ,10,Mechatronics Project-IV,0-0-36,18,P4,0.0
BS in Economics,BS in Economics,NS,MA1101,1,Calculus and Linear Algebra,3-1-0,4,Core,0.0
BS in Economics,BS in Economics,NS,CS1101,1,Foundations of Programming,3-0-3,4.5,Core,0.0
BS in Economics,BS in Economics,NS,PH1101/PH1201,1,Physics,3-1-3,5.5,Core,0.0
BS in Economics,BS in Economics,NS,CE1101/CE1201,1,Engineering Graphics,1-0-3,2.5,Core,0.0
BS in Economics,BS in Economics,NS,EE1101/EE1201,1,Electrical Sciences,3-0-3,4.5,Core,0.0
BS in Economics,BS in Economics,NS,HS1101,1,English for Professionals,2-0-1,2.5,HS,0.0
BS in Economics,BS in Economics,NS,MA1201,2,Probability Theory and Ordinary Differential Equations,3-1-0,4,Core,0.0
BS in Economics,BS in Economics,NS,CS1201,2,Data Structure,3-0-3,4.5,Core,0.0
BS in Economics,BS in Economics,NS,CH1201/CH1101,2,Chemistry,3-1-3,5.5,Core,0.0
BS in Economics,BS in Economics,NS,ME1201/ME1101,2,Mechanical Fabrication,0-0-3,1.5,Core,0.0
BS in Economics,BS in Economics,NS,ME1202/ME1102,2,Engineering Mechanics,3-1-0,4,Core,0.0
BS in Economics,BS in Economics,NS,IK1101,2,Indian Knowledge System (IKS),3-0-0,3,IKS,0.0
BS in Economics,BS in Economics,NS,HS2101,3,Mathematical Statistics,3-1-0,4,Core,0.0
BS in Economics,BS in Economics,NS,HS2102,3,Fundamentals of Economics,3-1-0,4,Core,0.0
BS in Economics,BS in Economics,NS,HS21**,3,HSS Elective-I,3-0-0,3,HS1,0.0
BS in Economics,BS in Economics,NS,HS2103,3,Multivariate Analysis and Basic Econometrics,3-0-0,3,Core,0.0
BS in Economics,BS in Economics,NS,HS2104,3,History of Economic Thought,3-0-0,3,Core,0.0
BS in Economics,BS in Economics,NS,MA2102,3,Probability and Stochastic Processes,3-1-0,4,Core,0.0
BS in Economics,BS in Economics,NS,HS2201,4,Growth and Development,3-1-0,4,Core,0.0
BS in Economics,BS in Economics,NS,HS2202,4,Microeconomic Theory,3-1-0,4,Core,0.0
BS in Economics,BS in Economics,NS,HS2203,4,Macroeconomic Theory,3-1-0,4,Core,0.0
BS in Economics,BS in Economics,NS,HS2204,4,Econometrics-I,3-1-0,4,E1,0.0
BS in Economics,BS in Economics,NS,****,4,IDE-1,3-0-0,3,IDE1,0.0
BS in Economics,BS in Economics,NS,HS3101,5,Econometrics   II,3-1-2,5,E2,0.0
BS in Economics,BS in Economics,NS,HS3102,5,Mathematical Economics,3-1-0,4,Core,0.0
BS in Economics,BS in Economics,NS,HS3103,5,International Trade and Investment,3-1-0,4,Core,0.0
BS in Economics,BS in Economics,NS,HS3104,5,Debate in Indian Economy,3-1-0,4,Core,0.0
BS in Economics,BS in Economics,NS,HSXXXX,5,IDE1I,3-0-0,3,IDE2,0.0
BS in Economics,BS in Economics,NS,HS3201,6,Categorical Data Analysis,3-1-2,5,Core,0.0
BS in Economics,BS in Economics,NS,HS3202,6,Environmental Economics,3-1-0,4,Core,0.0
BS in Economics,BS in Economics,NS,HS3203,6,Critical Economic Reading and Seminar,3-3-0,6,Core,0.0
BS in Economics,BS in Economics,NS,HS3204,6,Indian Financial System,3-1-0,4,Core,0.0
BS in Economics,BS in Economics,NS,HS3205,6,Health Economics,3-0-0,3,Core,0.0
BS in Economics,BS in Economics,NS,HS41**,7,Specialization Elective 1,3-1-0,4,SE1,0.0
BS in Economics,BS in Economics,NS,HS41**,7,Specialization Elective 2,3-1-0,4,SE2,0.0
BS in Economics,BS in Economics,NS,HS41**,7,HSS Elective II,3-0-0,3,HS2,0.0
BS in Economics,BS in Economics,NS,HSXXXX,7,IDE1II,3-0-0,3,IDE3,0.0
BS in Economics,BS in Economics,NS,HS4198,7,Summer Internship*,0-0-12,3,SI,0.0
BS in Economics,BS in Economics,NS,HS4199,7,Project-I (Lab based project / Industry oriented  problem  solving  /  Academic internship   /   Case   Study   /   Design thinking-based  project-Capstone Project),0-0-12,6,P1,0.0
BS in Economics,BS in Economics,NS,HS42**,8,Specialization Elective 3,3-1-0,4,SE3,0.0
BS in Economics,BS in Economics,NS,HS42**,8,Specialization Elective 4,3-1-0,4,SE4,0.0
BS in Economics,BS in Economics,NS,HS4299,8,Project-II (Lab based project / Industry oriented problem solving / Academic internship / Case Study / Design thinking-based project- Capstone Project),0-0-16,8,P2,0.0
